review_body,language,sentiment_label,product_category
"Great product, great price",en,positive,other
Ware und Lieferung Top. Verpackung hätte stabiler ausfallen können.,de,positive,home
とにかく食べる事以前の品物が届きました。 そして半額だけの返金です。 返金要らないから食べれる物を送って欲しい事をお伝えしましたが、却下でした。 何か、何とか商法のような気がします。,ja,negative,grocery
"j’utilise cette crème de jour depuis longtemps car j’apprécie sa texture, son odeur...MAIS ici je m’étonne que 1) le produit ne soit pas emballé sous cellophane pour garantir le produit 2) la texture ne correspond pas : trop grasse peu onctueuse 3) l’odeur ne correspond pas non plus au produit acheté en commerce 4) que je devrais mettre en premier: cette crème provoque des picotements ! Bref soit il s’agit d’une contrefaçon soit d’un produit périmé ! Service de livraison par Amazon parfait comme toujours",fr,negative,beauty
瞬間的に通信速度が出ることは間違いないが、とにかく不安定で頻繁にネットワークの接続が切断される このレビューを書いて投稿しようとしたら接続が切断されていたのには苦笑い,ja,negative,pc
研究汉学的最权威的外国专家，用中西对比的眼光来评价汉语。,zh,positive,book
"Produit de bonne qualité , légèrement plus grand que le bracelet d'origine , parfait pour la charge 2",fr,positive,sports
"I placed this inside the tray of the zapper I bought (also not impressed, see review) but it has not accomplished anything.",en,negative,lawn_and_garden
"XL Pedi mi talla y me esta bien. Estira de abajo pero no mucho, es comodo y queda muy bien puesto",es,positive,apparel
"In der Beschreibung ist nicht rauszulesen ob einer oder zwei geliefert wird. Beidseitig steht dann wohl für Benutzung links oder rechts ? Auch die Fragen klären das nicht eindeutig , mal wurde wohl einer mal zwei geliefert.......leider ist der Verkäufer wohl nicht in der Lage dies einwandfrei zu beschreiben. Ich hab nur einen erhalten........",de,negative,automotive
"Petite lumière très pratique pour les enfants et comme petite veilleuse. Simple d'utilisation, recharge rapide. Produit top et de bonne qualité",fr,positive,baby_product
"I really like the way these headphones wrap around my ears. I have a hard time with ear buds and with headphones that fully cover the ear. With these wireless headphones, I can work out easier without my headphones falling out or getting in the way.",en,positive,wireless
有开关调节音乐播放和唱歌，小按钮切换艾莎、雪宝的2首歌，挺好的。印花图案不太一样，是手绘的，上面话筒是白色的。自带电池，拔出下面的塑料拉条，按着长按钮会发红色的光，就可以唱歌了，扩音的声音大小可以，所有房间都能听得到，说话方位不好的时候会有点杂音。那个藏着的连接线很短，插手机也是没啥用，没有MP3不知道效果如何。,zh,positive,toy
"Musste meinen Malteser auch erst daran angewöhnen, dass er mit der Pfote draufstehen kann. Mittlerweile sind wir beide glücklich weil er drauf essen kann und dass meine Wohnung sauber bleibt :) ein Stern abzug, weil es am Anfang stark nach Plastik gerochen hat, was aber mit der Zeit einfach verfliegt",de,positive,pet_products
In my opinion it's definitely a privacy screen. But it doesn't cover the entire screen on the sides which I assume is to keep it from popping off when you put a case on. That being said only cases that cover the side will hide the exposed screen. I'm sure within a couple days I'll end up just throwing it away.,en,negative,wireless
多的说不了，审过不去，有话说不出的体验，独断的规则。,zh,negative,jewelry
Pour mes 3 chihuahuas. Très souple et doux mais aucunes tenue. Dommage,fr,negative,pet_products
Lasted less than a month.,en,negative,wireless
奶粉拿到了，不知道是不是正品。听说除了海外直邮的，其他（跨境自营）都不太靠谱。忐忑,zh,negative,baby_product
ce sont des piles alcalines et non au lithium,fr,negative,home_improvement
Anti buée qui ne marche pas . Masque lambda déçu. Je dois écrire 10 mots de plus alors Voila merci,fr,negative,sports
"Absolut nicht zu empfehlen und würde am liebsten keine Sterne vergeben. Der Laptop ist sehr langsam. Hab diesen nicht mal 6 Wochen und der funktioniert schon nicht mehr. Lässt sich nicht mehr hochfahren, dabei wurde der nur selten benutzt. Am liebsten würden ich den zurück schicken, jedoch ist dies nicht mehr möglich. Windows 10 muss erstmal installiert werden und ist nicht fest auf dem PC. Bin sehr enttäuscht",de,negative,pc
"cet article recommandé par notre dentiste est pratique bien présenté,très professionnel.cependant ce soin représente un certain coût car il faut changer souvent",fr,positive,drugstore
Es un juego de mesa muy entretenido. Ha llegado muy rápido y creo recordar que pagué 12 euros. Estoy contento,es,positive,toy
色々とヘアアイロンを持っていますが、此方の商品はとてもオススメできます買って大正解でした。実用面では まず立ち上がりが驚くほど早いです！それにディスプレイプレートに今何度なのかが一目で分かるようになっているのでとても嬉しいです！使用していないときは閉じてロックができたり、スイッチ部分の大きさや作りなど細かいところまでしっかり考えられていて実用性があります！個人的には重さもちょうどいいです(о' `о)個人の意見ですが、外装も他にない独特な色使いでとてもお洒落に感じます！良くありがちな髪を挟んで滑らしたときに、ガリガリ感や挟まり髪がぬけるなどいっさいな髪の毛のさらさら感が全然違います。個人的には日本メーカーの2～3万の物と比べてもまったく劣らないレベルに感じます(о' `о),ja,positive,kitchen
"Great quality and very happy get this product,it apply to my mountain bike,Since then I don't worry about the sun and big storm, highly recommend this covers",en,positive,automotive
"After only a couple uses, one of the ends broke off in my phone.",en,negative,wireless
音质对于我这样不是发烧级的人来说够用了，有一点很喜欢，就是佩戴非常舒适，表示已将原来20元买的地摊货扔了，给四星是觉得音质可以再一点，总的来说物有所值。,zh,positive,wireless
前回楽天にてfclさんのHIDキットを購入しました。 右側が切れてしまった為同じバルブを購入。 不具合もなく、寿命は1年半以上持ちました。 対応も良かったです。,ja,positive,automotive
"Muy buen aspecto. No llegamos a instalarlo porque llegaron con el vidrio roto por el transporte y los devolvimos. Al ser para un acontecimiento familiar, se pasó la fecha y no lo volvimos a pedir.",es,positive,home
These aren’t fairy lights. They are overpriced for just a regular set of LED Christmas lights,en,negative,lawn_and_garden
声音方面并没有特别的体验，不过戴的很稳，跑步很舒服。,zh,positive,electronics
Parfait livré rapidement par contre petit bémol colis laissé dehors devant notre porte Et il a plus toute la journée....,fr,positive,other
Une habitude à prendre pour essayer le 0 déchet. J'en suis contente,fr,positive,beauty
測定器も厚く、バンドも厚すぎます。とにかく、厚すぎて止めづらいものです。,ja,negative,sports
線香の火が消えてしまいます。何度やってみても消えてしまいます。上の網が圧迫してるのでしょうか。せっかく買ったのに、何かいい方法はないですか？,ja,negative,home
我发现以后真是不能买非学者写的书，实在是太浅显，作者是广告评论家、主持人。感觉成篇的废话，完全没有逻辑创新和深度，也缺乏让人眼前一亮的案例。看了跟没看一个样，全书一直强调社交营销很重要，就没有别的了,zh,negative,book
东西收到了，但是发票气么没有随书一起发给我？请补发发票给我，谢谢！,zh,positive,book
Why didn’t the manufacturer include this? Very good fit in the Tundra and very useful.,en,positive,automotive
物流很暴力，日期很差，是一年半之前生产的，基本保质期过半了，囤货的话要慎重喽。,zh,positive,beauty
Too big. Disappointed,en,negative,home
"Slim, nice and good fit. I just got it so can’t comment much on durability, though it feels it is.",en,positive,wireless
1Fから2FまでLANケーブルを引くために20個使いましたが、3日経って剥がれていない所のほうが少ないですね。ケーブルを天井を這わせたりするには本製品は不向きなようです。見た目の問題を無視するなら、ガムテープと画鋲でケーブルを固定したほうがはるかにましです。まあ剥がれる際に壁紙を痛めたりすることはないです。,ja,negative,pc
Preis Leistung ist super. Der einzige Nachteil ist der App Shop. Da ist die Auswahl sehr begrenzt. Aber ansonsten bin ich sehr zufrieden mit dem Tablet!,de,positive,other
Very disappointed in the quality. They warped badly after the first use. The only reason I gave it two stars instead of one is they do fit the grill.,en,negative,lawn_and_garden
色も、原作より少し明るいかな？っていう程度で、ワインレッドとダークブルーでとても良かったです(写真だと明るめに見えますが…)。サイズは、ワイシャツの袖が少し短めな気がしますが、着用に全く問題ありません。ただ、帽子の後ろのリボンは画像の通り原作とは異なりました。また、しっかりした作りをしているが故に浮いてしまいます。無理やり縫ってリボン型にしました。尻尾は真ん丸でいいのですが、耳は大きさも形もまちまちです。耳としっぽの色は、ダフもメイも同じです。袖は、商品画像のとおり、ダフは普通のワイシャツ風、メイはレース風になってます。ゴムは縫い付け型で入れ替えられません。メイのワンピースはフレアスカートで、とても広がります。パニエを入れても可愛いかもしれません。ダフもメイも右の脇にファスナーあります。胸元の三角形(胸当て)とネクタイは安全ピンなので、スナップボタンに付け替えました。 シルエットがとても良く、可愛らしいです。 追記 ダッフィーのお尻のワンポイントは左右反対でしたが、返品交換の対応は受け付けて貰えませんでした。アイロンで取れるとのことでしたが、なかなか取れず、やっと取れても跡がはっきりと残り、ネットにある様々なアップリケの跡消しを試しましたがどれも効かず、諦めて元の場所につけました。,ja,positive,toy
"Gut gerüstet, wenn Magen und Darm mal Ruhe brauchen.",de,positive,book
２０００円のひげ剃りは、髭が濃ゆい、いろんな角度に生えてる人間には、髭剃りきれない。３枚カミソリの方が普通に剃れた。ひげ剃りは高い商品を買うべきだと、思い知らされた。,ja,negative,kitchen
Wunderschöner Koffer. Wie erwartet. Er ist stabil und leicht. Hat insgesamt 8 Rollen und daher sehr leichtfüßig. Auch innen gefällt mir die Aufteilung.,de,positive,luggage
He tenido un problema con el portatil que no funciona le he enviado un correo al proveedor y no ha sido para ponerse en contacto conmigo aun he tenido que aplicar mis conocimientos informaticos para que funcione. Cuando uno compra un producto es para que llegue a casa en perfecto estado y se pueda utilizar. Lo siento pero no recomiendo al proveedor ya que aun no ha sido para ponerse en contacto conmigo para darme una solucion.,es,negative,pc
"Lo estoy disfrutando cual cerdo un charco. Es enorme y eso es un plus como una maldita casa, Aunque se ve muy oscuro, tengo que añadir. Estoy muy satisfecho con la compra.",es,positive,book
"They work, but original seem to have better removal. I would purchase again.",en,positive,beauty
I am giving this four stars because it will be difficult to follow. Their colored version is smarter but less generations. This is the only chart I found that covers this many generations.,en,positive,home
Me ha gustado mucho la manera de contar las diferentes familias.,es,positive,book
Photo lorsqu'il est terminé. Un réel plaisir à faire,fr,positive,home
书的封面跟书页不一样大 不知道是不是正版 但不影响阅读,zh,positive,book
Dura poco la batería después de cargarla completamente dura poco la batería y el regulador del foco es muy blando se mueve solo con el movimiento.,es,negative,home
"Die App unterstützt keine deutsche Sprache und das Buch war beschädigt als es angekommen ist (vermutlich aber DHLs Schuld. Das Löschen funktioniert ganz okay (ausser mit dem Föhn, aber das liegt vermutlich am dem Gerät), deshalb 2 Sterne. Der Upload ist auch okay.",de,positive,office_product
このメーカーさんは使いやすいと評判でしたので、購入させて頂きました。 VVFストリッパーは本当にお世話になりました！ これがあれば力下限にコツが必要ですが、VVRケーブルも剥けるので大活躍でした。 他の工具も問題ありませんでした。 冊子はボロボロになるまで参考にさせて頂きました！ 本番は机は狭いので、布の定規は本番にセロテープ貼って使い、袋は工具が取り出しやすいよう腰袋別で購入、あとホーザンシリーズの合格クリップを別に購入したのですが、かなり助けられました。 手数が多い問題だったので、これなかったら危なかったです（笑） ケーブルは首にかけて、手と腕をたまに定規がわりにしたら割と時間短縮できますね。 この商品を購入した方が、皆、合格出来るように祈っております。,ja,positive,home_improvement
"Super produit, qualité de son AU TOP! Le chargement et le pairing est ultra simple. Juste un peu fragile, j’ai un des coutours d’oreille qui s’est cassé. Mais très bon produit.",fr,positive,wireless
每一行的右端都留有宽度不一的空白，看上去很不舒服，影响心情，看来进口的质量也不过如此，只是价格高罢了，不值得购买。,zh,negative,digital_ebook_purchase
道理讲得很清晰，最终的结果取决于读者的梦想有多大以及自身的执行力。,zh,positive,book
fragile se casse facilement dans un sac,fr,negative,apparel
"I highly recommend! Screen protector can be a little challenging to install however, they provide the best customer service walking you through installing the protector. Couldn’t ask for a better experience!!",en,positive,pc
Appareille pas précis du tout ni pour la température ni pour l'hydrometrie.,fr,negative,lawn_and_garden
Bonne réception du colis mais pas à la bonne adresse. Livré au numéro 5 alors que j’habite au 3 et en plus inscrit Numero 3 sur l’emballage ????,fr,negative,home
"Una historia desconcertante y bella que se lee en una mañana, si es de invierno mejor. Fascinante y con muchos matices. Ayuda al recogimiento.",es,positive,digital_ebook_purchase
"Verifizierter Kauf Meine 2 Katzen fressen es zwar, aber wirklich mögen tun sie es nicht. Ausserdem leidet eine der beiden jetzt gelegentlich unter Verstopfung was vorher nie der Fall war! Werde diese Marke deshalb nicht mehr kaufen sondern wieder auf Josera zurückgreifen.",de,negative,pet_products
Love this book love love little Dawson and the heartbreaking story of Reagan but the the attitudes of both her and drew that turns into romance and him being her hero and getting her justice then you have remy and Aimee can’t wait for their story for the shocking suprise see how it turns out plus you have the rest of the powers family and Reagan’s mom,en,positive,digital_ebook_purchase
当方が購入した圧力鍋には利用できません 当方の圧力鍋は象印です このレシピ本は圧力を手動調整ように書いてあります,ja,negative,book
"À cesser de fonctionner après 15 jours d’utilisation, le concept est bon mais il faut revoir la fiabilité du produit",fr,negative,kitchen
Habe es meinem Sohn gekauft leider haben wir es bis heute nicht geschafft die Uhr einzustellen bisher konnte keiner helfen auch der Forum nicht,de,negative,baby_product
"LA CAJA DEL PRODUCTO VENÍA GRAPADA POR VARIOS SITIOS, COMO SI FUERA UN PRODUCTO QUE YA HUBIERA SIDO DEVUELTO. LOS APLIQUE PARA INSTALAR EN LA PARED, NO VENÍAN EMBALADOS. EL PRODUCTO EN GENERAL, VENÍA EN CONDICIONES ALGO SOSPECHOSAS. EL VENDEDOR NO INDICA NADA DE ESTO.",es,negative,kitchen
"The lid just won't lock like it is supposed to, and because of this it leaks easily. My kids don't like it and I won't be ordering more.",en,negative,other
二度目のレビューになります。購入後私の扱い方が悪かったのかもしれませんが、販売店にメールで連絡しましたら驚くほどに早い返事があり、無条件に商品の交換をしていただきました。連絡に対する返信スピードもアフターフォローも最高のショップさんでした。とても感謝しています。,ja,positive,sports
Produit conforme à mes attentes.,fr,positive,automotive
我是为了收藏才买的跟原来书店买的一本差很远,zh,negative,book
中のクッション、片方だけ1日でペチャンコ,ja,negative,sports
I felt they looked cheap for what I wanted to use them for,en,negative,home
"Muy descontento de cómo ha envejecido. No ha llegado a los cuatro meses de uso y ya está completamente amarillenta, además ha cogido holgura y ahora el teléfono baila dentro de ella. Una pena porque era una funda genial para el Pixel 2 XL.",es,negative,wireless
"Enveloppe et protège bien la tablette. Aucun jeu, elle ne se balade pas dedans. Seul petit « reproche », la fermeture aimantée est légère et j’ai peur que l’or d’une chute elle ne s’ouvre avant d’arriver en bas. Mais pas testé ! :) La qualité visuelle est bonne. Elle ne fait pas bas de gamme mais si ce n’est pas du véritable cuir. Elle reste relativement légère également ce qui est un plus.",fr,positive,pc
Es muy suave y deja la cara fenomenal. Limpia con mucha suavidad. El dosificador muy cómodo y muy bien de cantidad,es,positive,beauty
"Nach dreimaligen Versuch die Hörer zusammen in gang zu bringen habe ich es zurück geschickt. Pro: - Gute Verarbeitung - Schritt-für Schritt Anleitung in der App - Guter Klang, man kann die Umgebung noch wahrnehmen Kontra: - Linker Hörer spielt nur ab und zu - Bluetooth versucht immer das letzte Gerät zu koppeln - Bedienungsanleitung nur als App, keine Kurzanleitung in der Packung - Zu teuer für die Leistung",de,negative,electronics
Der Drehstuhl ist sehr schnell zum zusammenbauen. Alle Teile ordentlich verpackt und Preis- Leistungsverhältnis top! Klare Kaufentscheidung für Kinder. Dieser Drehstuhl ist für meinen Sohn (6 Jahre) und hat sich riesig gefreut.,de,positive,furniture
Un peu déçue par l'épaisseur des feuilles. J'attendais un bijou plus fin.,fr,negative,jewelry
夜に帰宅した際に、玄関ドアを開けで瞬間にセンサーが機能し，ちょうどいい明るさで照らしてくれとても便利です。,ja,positive,home
購入前の確認において、購入手続きにおいて、購入後の処理について、発送後の運搬について、運搬による到着時において、全て良好です。,ja,positive,book
"It’s really cheap and the marker quality isn’t good. It gets the job done, but it’s overpriced.",en,negative,office_product
"Funciona muy bien y puedes hacer palomitas de diferentes sabores, lo único malo que el manual no está en español",es,positive,home
Équerre pratique et légère. Facile d’utilisation. Précise. Je la conseille aux bricoleurs. De dimensions Correct. Permet de travailler et d’obtenir de beau tracé,fr,positive,home_improvement
まだ使い出して1ヶ月も経ちませんが、サイドのメッキ部がぼろぼろと剥げてきました。 半年位は持つと思っていましたが残念です。使用前はとても綺麗で良いと思ったのですけど…。もう少し耐久性が良ければ良い商品です。,ja,negative,wireless
Value for money and easy to ready! Simple but effective!,en,positive,lawn_and_garden
This is so cute! Way better than I expected. The material isn’t great but the outfit still looks cute.,en,positive,apparel
Not as happy with these as the pair of UA pants I purchased.,en,positive,sports
"These are beautiful and I’m very happy with my purchase. The only reason I knocked off one star is the striped striations in the glaze. They are much more noticeable in person than in the pictures online. I didn’t expect them when I purchased. Upon a closer look I can see them now that I have the purchased item, but they aren’t as clear in the photo. They add a little visual interest and I don’t really mind them as they make the item appear more handmade, but the item isn’t exactly what I was expecting, so I’m knocking off one star because of that. Other than that I’m supremely happy with the purchase. The cups are small, but the right size for sake, and it presents well on my dining room sideboard.",en,positive,kitchen
"L'article est conforme a la commande (déjà commandé il y a 2 ans) sauf que j'avais demandé a être livré le Vendredi entre 16h et 18h et que vendredi rien... samedi rien... samedi soir, un message me disant que l'article sera livré lundi... En soit, ce n'est pas grave, si on m'avais indiqué a l'achat la date réelle de livraison, je n'aurais pas pris mon vendredi après midi pour être présent. Ne proposez pas des délais ou des horaires que vous ne pouvez pas tenir...",fr,negative,pet_products
最初から表面に汚れか傷の様なものがありとてもギフト等には使えない。小銭入れの口が狭く、小銭が出し入れしにくい。安物は安物なりです。,ja,negative,shoes
Tout d'abord pas le nombre énoncé dans le paquet - au lieu de 50 Il y en a eu 44 pour un et 46 pour l'autre. Puis pas d'emballage individuel,fr,negative,home
gels trop liquide mais catalysent bien et tres bonne tenue. jolies couleurs dommage que les couvercles ne correspondent pas a la couleur,fr,negative,beauty
"Très pratique pour les deux toutous, plus de laisses emmêlées",fr,positive,pet_products
１週間で角が剥げ落ち、段ボールが見えてきました。 それなりに丁寧に使ってましたが残念です。 無線充電は(アンカー社製)できました。,ja,negative,pc
"Sehen gut aus, halten auch große Handtücher",de,positive,home_improvement
冯唐是我一直喜欢的作者，但是这部小说确实有点失望，叙事混乱，没有中心，也没有过程。硬着头皮读完的。,zh,negative,digital_ebook_purchase
裤子质量还行，价格便宜，稍有点色差，但是不大，可以接受,zh,positive,apparel
Leider musste ich die BHs zurückschicken da sie viel zu klein waren! Ich habe sie in der laut Verkäufer angegebenen Größ bestellt (M für 75C) aber ich bin mir nicht einmal sicher ob mir eine Größe L passen würde! Auf jeden Fall 1-2 Größen größer bestellen. Die Qualität erschien mir für den Preis ok.,de,negative,apparel
Jai acheté ce lustre pour l'entrée de ma maison. J'avais envi d'un plafonnier qui rappelle mon lustre sans etre très imposant. Celui ci est très joli et correspond très bien à mon besoin,fr,positive,home
"No funcionó nunca nunca , pésima calidad ... no sirve para nada , nunca lo volvería a comprar . Un muy mal producto",es,negative,toy
悪くないが、ボタンの反応が少し悪い。 位置が少しだけ、ずれてる感じがします。,ja,negative,wireless
歯ブラシは、ただ飛び散って洗面台が、やたらと汚れる！ジェットは痛くて使えない！こりゃ失敗だ、、、と思い、テレビで宣伝しているブラウンoralBを買った。するとこれはよく研究されていて、本当に歯がツルツルになる！これはいい！そこで申し訳ないが、こちらの口腔洗浄器は、水を捨てて乾かしてから、箱に入れた。別の目的なら何か使えるかな、、、,ja,negative,kitchen
"Je n'ai pas encore eu l'occasion d'utiliser les draps (naissance à venir) mais les coloris sont beaux, je les ai déjà lavés en machine et ça n'a pas bougé.",fr,positive,baby_product
価格が安く 購入させていただきましたが フィルムを剥がす時に番号順に剥がれなく フィルムがグチャグチャになります。 綺麗に剥がれないため 星二つで,ja,negative,automotive
Leider eine große qualitative Enttäuschung.Sehr rauh und schlecht eingekerbt.Bei feiner Wolle bleibt man ständig hängen.Schade.,de,negative,furniture
"Kann ich nur weiter empfehlen wenn es um einen Halter geht der auch fest sitzt! Einziges Problem, bei einem von drei die ich schon habe ist, dass sich der Mechanismus der das Handy hält gelockert hat und es sich durch sein Eigengewicht verdreht somit ist eine Positionierung schwierig. Aber wie erwähnt nur bei einem von drei.",de,positive,wireless
"Très bon masseur, en plus il s'allume en bleu.",fr,positive,personal_care_appliances
能不能要求退换，是16年的教材吗？16年教材变了都没有改变，让人怎么学,zh,negative,book
It’ does not work properly . And I’ve to keep charging it for hours and doesn’t even work for 15 mins,en,negative,drugstore
非常不满意，邮寄慢不算，还超出给的最后时间，包裹也无法详细追踪,zh,negative,book
Love this product. It works great,en,positive,lawn_and_garden
"Latest Update: I have received several messages from Clara in Customer Service from Koios, apologizing for not getting to my request for help sooner. I didn't answer the first email, as I called Amazon and the item was promptly replaced. But, she emailed again, offering assistance. The email seemed very sincere, and I believe it was. THANK YOU, CLARA for following up. We are happy with the hand blender, and feel confident if we have any issues they will be resolved promptly. I haven't used this yet - just opened the box and completed the warranty. Material looks good, sturdy and I'm excited to try it. So, I went to try it, and the hand blender piece that fits onto the motor unit is broken. See the picture. I went to the website and tried ""chat"", but only got ""Please wait. All agents are busy right now, but soon someone should be free to help you!"" Then called the 855 number, and held, then after a few minutes, they disconnect you. How long is reasonable to wait? I'm not sure. If this gets resolved, I will write a follow up. If not, I will send it back.",en,positive,kitchen
（説明書通りに貼ってみたら、意外と簡単に晴れました。耐久性についてはまだわかりませんが、現状は満足です コントロールパネル用も付属しているのでとてもよかった。）としましたが1月で、スーッと簡単にはがれてしまいました。力も何も加えていないのに信じられません。HAKUBA製品は二度と買いたくありません。,ja,negative,camera
Sert de prise RJ45 à un pc portable Lenovo Yoga 3 14 qui en est dépourvu. Fonctionne comme avec une prise dédiée. En plus trois prises USB3. article conseillé.,fr,positive,pc
头部不可动，用着很不舒服，竖立的手柄，刮刀也在上部，需要用手捏着手柄才可以。非常不舒服~死板的设计！！！刮的也不赶紧。,zh,negative,drugstore
"Une des ampoules ampoule ne marche pas et je ne peut pas me faire rembourser sans retourner l’article seulement je ne dispose pas d’une imprimante, très déçu du de l’article et du service après vente",fr,negative,automotive
Produit conforme et facile à installer,fr,positive,wireless
"Aún no me ha llegado, me dijeron el 8 de febrero i no lo tengo aún, así que no se cuando me llegará",es,negative,home
对认识经济周期有帮助，从而可以对你的投资有参考价值。,zh,positive,book
my own info.I am 89 yrs old and all the old and good actors I can remember and often wondered what happened to them. it was god to read about them again thank you,en,positive,book
Leider hat die Schweißnaht an der Kapuze schon beim auspacken eine ca. 2 cm lange Stelle ( Loch ) die nicht korrekt zusammengeschweißt ist - bei regen wird dort wasser eindringen - schade!,de,negative,sports
"Die Hose kam schnell an, hat einen guten Preis - ist allerdings leider relativ groß geschnitten und daher auch zurück gegangen... Außerdem ist sehr viel los auf wenig Stoff...",de,negative,apparel
"Si mis hijas están encantadas. Pero podría traer más pañales y toallitas, un solo pañal se queda corto para un bebé que se hace sus necesidades.",es,positive,toy
"sind klein, hübsch, passen in jede Tasche und sind sehr praktisch",de,positive,home
看不下去了。作者只能用“实在”来形容。诗没有老成的沧桑和阅历感，也没有灵动和舒畅感。有好多都是作者受xxx邀请写的诗，就像完成作业一样。基本上诗的内容都很散，像是方方面面都照顾到了，所以觉得比较浅薄。唯独金顶那篇比较契合作者的风格与情感，有点触动。作者用了大量新世纪的词汇，感觉有些突兀。诗也经常给我一种强行使用三段式排比句的修饰手法，很生硬。希望作者多多沉淀，年纪大了不是江郎才尽的理由，杨绛先生的写在人生边上我就觉得虽然也很实在，但是质朴而有自己的思想有沉淀，让我喜欢。,zh,negative,book
是个烂的功放发给我！功放完全无法接受遥控器信号！怎么退货啊？？,zh,negative,electronics
"j'avais lu les commentaires et pris du M (je fais habituellement du S) et c'est trop petit, je l'ai recommandé en L j'espère que ce sera à ma taille cette fois.",fr,negative,apparel
je n'ai pas reçu cette montre,fr,negative,electronics
Just upgraded my closet to be more custom and these look great in it and are so much better then the plastic hangers we had. The price works compared to other stores. Have had no issues with these shedding like the black ones people complain about.,en,positive,home
中心がわかることゴムが引っ張って調整出来るとこ（ゴムも丈夫）シートも丈夫だと思います。 4回ぐらい使用可能だそうですが引っかけて破かない限りかなり使えると思います。 洗って乾かしなおしてます。コスパ最高です。,ja,positive,other
届いてすぐに使用しましたが、とても快適に過ごせました！真冬でなければこれだけで問題無しです。,ja,positive,home
I had a Verus wallet case for my IPhone 6s and I liked the fit of it. When I upgraded my personal cell I ended up deciding to get this one for my work Iphone 6s Plus and am pretty disappointed in it. In contrast to the smaller version the card bay is just way too tall--cards dont fit snugly into it so they bounce around in there. It also feels extremely flimsy to me while being more bulky. Just not digging it and immediately replacing with another product.,en,negative,wireless
"As far as natural deodorants go, this one is the best. It won’t work as well as a chemical deodorant, but for every day use for a day in the office, it’s great. For a natural deodorant I’d give it a 5, but if you include chemical deodorants, it doesn’t quite have the staying power, especially if you’re exercising. It’s soft, glides on easily, doesn’t discolor your skin and smells great. I’ve tried a lot of different brands and this is the only one I use. I really love it!",en,positive,beauty
Me llegó un marco rallado como si se hubiera estado frotando con papel de lija... una pena,es,negative,home
Really like these. Great compression. Nice & warm for cooler weather. My only complaint is that after a short time they leave marks from the threads of the pattern on your legs.,en,positive,sports
用着还不错，外观、性能及性价比都还可以。,zh,positive,wireless
"Das Gerät ist eigentlich nicht schlecht ABER. Die drei Klammern die den Dot halten sollen, und auch toll halten, kann man nicht so weit auseinander ziehen das der Dot hineinrutschen kann, also kratzt das Plastik am Stoff und je nach dem hat man einen verkratzten Bezug. Auserdem hab ich ihn wieder herausgenommen, weil der Ton direkt an der Wand/Steckdose wesentlich schlechter war als auf dem Regalboden. Das Teil liegt wieder in der Schublade, ich denke nicht das ich es nochmal raus hole",de,negative,wireless
まだ使ってないのですが105で11-30Tが出てきて個人的に良かったです。,ja,positive,sports
"Doesn't work in my truck, like others that I have purchased.",en,negative,home
濃いめの醤油を使いたい時は必ずこれを使用しています。関東の醤油よりもまろやかで九州出身の私には合う味です。,ja,positive,grocery
bon livre correspondant au dessin animé,fr,positive,book
Only good if u have alot of room and to sight in your rifle will not work in a stand very flimsy,en,negative,sports
"Très solide, utilisation possible au micro onde.",fr,positive,home
"c'est très compliqué de faire tenir les ailes , j'en ai cassée une en voulant la fixé ,je suis obligé de tous les collées pour qu'ils tiennent . je ne recommande pas",fr,negative,home
je n ai pas encore recus les gants chauffant. prévus pour le 19 janvier.,fr,negative,home
今回もDIYで交換しました。簡単にできるので安く購入できるのは助かります。,ja,positive,kitchen
买完才发现比京东上贵了近二十块钱！而且京东免邮费！,zh,negative,book
"Auténtica basura de producto, los compre por probar lo de no tener un soporte sobre la cabeza como todos los demás cascos pero la conclusión es que si todos son así por algo es. Incómodos hasta puntos inimaginables, se caen, se escucha bien pero la experiencia es terrible. Si no llego a tirar la caja los devolvía sin pensarlo",es,negative,video_games
One of them has a short in the headset and now they won't charge,en,negative,electronics
"Après une semaine d'utilisation des bottines,elles semblent solides.la couleur est conforme à ce que j'avais commandé.le cuir à un aspect de qualité. J'ai pris une taille en dessous de ma taille habituelle et c'est ce qu'il faut. Reste à voir comment elles passeront la période d'hiver.",fr,positive,shoes
Half of these lights arrived broken or so mis-assembled as to be unusable and of the usable ones half failed inside of six months.,en,negative,lawn_and_garden
"J'ai commandé 5 litres de produits et j'en n'ai reçu que 4 litres, au prix du produit je trouve ça abusé.",fr,negative,drugstore
网购这么些年，这是最闹心的一回，先不说是不是正品，比专柜便宜不少，也没想着买到的是正品。关键是手表收到就不走，自己校准半天还是不走，最后咨询朋友，朋友说可能是没电，我说不可能吧，刚买的就能没电了？就联系客服，第一次联系客服，客服说那应该就是没电了，我说那可以退吗？人说现在不能退，建议你自己换块电池，然后我们给报销，也没说具体能报多少钱，就说你只要不是天价，我们就可以给你报。然后挂了电话就觉得实在是太麻烦，还是退了吧，再联系客服，这回人说了，退不了，要不然你就寄到指定地点检测，要不然就自己换电池，但是他们最高只给报50，气的我他妈就想摔手机，算了，我认栽，电池钱也不用你们给报了，但是这是第一回在亚马逊购物，也是最后一回了。,zh,negative,watch
Bastante justito. 3 vestidos de tubo y 2 de vuelo un poco más completos.,es,negative,toy
174CM，63KG，偏瘦身材，S十分合身！棉质很好！,zh,positive,sports
